,name,year,imdb,number_votes,age_rating,runtime,genres,actors
371,Violet Evergarden,(2018),8.4,7108,none,24,"Animation, Drama, Fantasy","Yui Ishikawa, Raissa Bueno, Aya Endô, Takehito Koyasu"
372,Outsiders,(I) (2016–2017),7.5,7105,none,60,"Crime, Drama","David Morse, Ryan Hurst, Kyle Gallner, Christina Jackson"
373,Damien,(2016),6.9,7041,none,60,"Drama, Horror","Bradley James, Megalyn Echikunwoke, Omid Abtahi, Barbara Hershey"
374,Sseulsseulhago Chalranhashin: Dokkaebi,(2016–2017),8.6,7040,none,60,"Drama, Fantasy, Romance","Yoo Gong, Go-eun Kim, Dong-Wook Lee, In-Na Yoo"
375,Voltron: O Defensor Lendário,(2016–2018),8.2,6936,none,23,"Animation, Short, Action","Jeremy Shada, Bex Taylor-Klaus, Tyler Labine, Kimberly Brooks"
376,Magnum P.I.,(2018– ),5.6,6919,none,43,"Action, Adventure, Crime","Zachary Knighton, Stephen Hill, Jay Hernandez, Perdita Weeks"
377,O Jogador,(2015),7.0,6887,none,60,"Action, Crime, Drama","Philip Winchester, Damon Gupton, Wesley Snipes, Charity Wakefield"
378,Supermães,(2017– ),7.4,6846,16,30,Comedy,"Catherine Reitman, Dani Kind, Juno Rinaldi, Philip Sternberg"
379,Okkupert,(2015– ),7.7,6816,none,45,"Drama, Thriller","Henrik Mestad, Ane Dahl Torp, Eldar Skar, Ingeborga Dapkunaite"
380,Conviction,(I) (2016–2017),7.2,6792,none,42,Drama,"Hayley Atwell, Eddie Cahill, Shawn Ashmore, Merrin Dungey"
381,Gentleman Jack,(2019– ),8.2,6784,16,60,Drama,"Suranne Jones, Sophie Rundle, Rosie Cavaliero, Albane Courtois"
382,"Roswell, New Mexico",(2019– ),6.1,6773,none,45,"Drama, Romance, Sci-Fi","Jeanine Mason, Nathan Parsons, Michael Vlamis, Lily Cowles"
383,Casual,(2015– ),7.5,6766,none,25,"Comedy, Drama","Michaela Watkins, Tommy Dewey, Tara Lynne Barr, Nyasha Hatendi"
384,Yakusoku no Neverland,(2019– ),8.8,6758,none,30,"Animation, Fantasy, Horror","Sumire Morohoshi, Maaya Uchida, Mariya Ise, Shinei Ueki"
385,The Conners,(2018– ),5.1,6752,none,30,Comedy,"John Goodman, Laurie Metcalf, Sara Gilbert, Alicia Goranson"
386,Criando Dion,(2019– ),7.2,6715,none,50,"Drama, Sci-Fi","Jason Ritter, Alisha Wainwright, Ja'Siah Young, Sammi Haney"
387,Leila,(2019– ),4.6,6706,none,48,"Drama, Sci-Fi","Huma Qureshi, Rahul Khanna, Siddharth, Leysha Mange"
388,Çukur,(2017– ),7.5,6692,none,120,"Action, Crime, Thriller","Aras Bulut Iynemli, Erkan Kolçak Köstendil, Öner Erkan, Perihan Savas"
389,Eye Candy,(2015),7.2,6671,none,60,"Crime, Drama, Mystery","Victoria Justice, Casey Deidrick, Harvey Guillén, Marcus Callender"
390,O Chefe da Casa,(2016– ),6.9,6650,none,30,Comedy,"Matt LeBlanc, Liza Snyder, Matt Cook, Grace Kaufman"
391,The Grinder,(2015–2016),7.1,6612,none,21,Comedy,"Rob Lowe, Fred Savage, Mary Elizabeth Ellis, Hana Hayes"
392,Re: Zero kara hajimeru isekai seikatsu,(2016– ),8.0,6610,none,24,"Animation, Adventure, Drama","Yûsuke Kobayashi, Sean Chiplock, Rie Takahashi, Inori Minase"
393,Senke nad Balkanom,(2017– ),9.2,6581,none,60,"Crime, Drama, Thriller","Andrija Kuzmanovic, Marija Bergam, Dragan Bjelogrlic, Jovana Stojiljkovic"
394,Rosewood,(2015–2017),6.6,6578,none,42,"Crime, Drama, Mystery","Morris Chestnut, Jaina Lee Ortiz, Gabrielle Dennis, Anna Konkle"
395,Speechless,(2016–2019),7.6,6573,none,30,Comedy,"Minnie Driver, John Ross Bowie, Cedric Yarbrough, Mason Cook"
396,Berlin Station,(2016–2019),7.6,6557,none,60,"Drama, Thriller","Leland Orser, Michelle Forbes, Mina Tander, Rhys Ifans"
397,Bill Nye Saves the World,(2017– ),3.6,6554,14,30,"Comedy, Talk-Show","Bill Nye, Karlie Kloss, Rachel Bloom, Zach Braff"
398,Critical Role,(2015– ),9.4,6541,none,180,"Adventure, Fantasy","Liam O'Brien, Matthew Mercer, Taliesin Jaffe, Marisha Ray"
399,Criminal: Reino Unido,(2019– ),7.4,6507,12,59,"Crime, Drama, Mystery","Katherine Kelly, Lee Ingleby, Mark Stanley, Rochenda Sandall"
400,American Housewife,(2016– ),7.3,6503,none,30,Comedy,"Katy Mixon, Diedrich Bader, Daniel DiMaggio, Julia Butters"
401,Haters Back Off!,(2016–2017),6.0,6484,none,30,"Comedy, Drama, Family","Colleen Ballinger, Angela Kinsey, Francesca Reale, Erik Stocklin"
402,Beyond,(I) (2016–2018),7.0,6457,none,43,"Drama, Fantasy, Mystery","Burkely Duffield, Dilan Gwyn, Jonathan Whitesell, Michael McGrady"
403,Tabula Rasa,(2017– ),8.1,6449,none,60,Thriller,"Veerle Baetens, Stijn Van Opstal, Jeroen Perceval, Gene Bervoets"
404,A Million Little Things,(2018– ),7.9,6363,14,43,"Comedy, Drama, Mystery","David Giuntoli, Romany Malco, Allison Miller, Christina Moses"
405,Aranyélet,(2015–2018),8.9,6315,none,60,"Action, Drama, Thriller","Szabolcs Thuróczy, Eszter Ónodi, Renátó Olasz, Laura Döbrösi"
406,The Widow,(2019– ),6.9,6299,none,60,Thriller,"Kate Beckinsale, Charles Dance, Ólafur Darri Ólafsson, Alex Kingston"
407,Projeto Livro Azul,(2019– ),7.6,6281,12,45,"Drama, Mystery, Sci-Fi","Aidan Gillen, Michael Malarkey, Laura Mennell, Ksenia Solo"
408,Wet Hot American Summer: Ten Years Later,(2017),6.9,6269,16,30,Comedy,"Nina Hellman, Marguerite Moreau, Zak Orth, Michael Showalter"
409,The First,(2018),6.7,6250,none,45,"Drama, Sci-Fi","Sean Penn, Natascha McElhone, LisaGay Hamilton, Hannah Ware"
410,Kara Sevda,(2015–2017),7.1,6157,none,90,"Drama, Romance","Burak Özçivit, Neslihan Atagül, Kaan Urgancioglu, Orhan Güner"
411,Powerless,(2017),6.3,6108,none,21,"Comedy, Fantasy, Sci-Fi","Vanessa Hudgens, Danny Pudi, Christina Kirk, Ron Funches"
412,Hap and Leonard,(2016– ),7.6,6095,none,60,"Crime, Drama, Thriller","James Purefoy, Michael Kenneth Williams, Tiffany Mack, Cranston Johnson"
413,Chambers,(2019),6.5,6070,none,60,"Drama, Fantasy, Horror","Sivan Alyra Rose, Marcus LaVoi, Nicholas Galitzine, Kyanna Simone Simpson"
414,Divorce,(2016– ),6.8,6054,none,30,"Comedy, Drama","Sarah Jessica Parker, Thomas Haden Church, Molly Shannon, Talia Balsam"
415,Chewing Gum,(2015–2017),7.7,6040,none,23,Comedy,"Michaela Coel, Danielle Walters, Robert Lonsdale, Shola Adewusi"
416,Powers,(2015–2016),6.7,5982,none,42,"Action, Crime, Drama","Sharlto Copley, Susan Heyward, Noah Taylor, Eddie Izzard"
417,Inside Edge,(2017– ),8.0,5978,none,45,"Drama, Sport","Richa Chadha, Angad Bedi, Tanuj Virwani, Sayani Gupta"
418,A Bruxa do Bem,(2015– ),7.3,5976,none,48,"Comedy, Drama, Fantasy","Catherine Bell, Catherine Disher, Bailee Madison, James Denton"
419,Tae-yang-eui hoo-ye,(2016–2017),8.4,5949,none,60,"Fantasy, Romance","Joong-Ki Song, Hye-Kyo Song, Goo Jin, Ji-won Kim"
420,The Durrells,(2016–2019),8.1,5921,none,46,"Biography, Comedy, Drama","Keeley Hawes, Josh O'Connor, Milo Parker, Daisy Waterstone"
421,Inside Look: The Assassination of Gianni Versace - American Crime Story,(2017–2018),7.7,5888,none,3,"Documentary, Short","Darren Criss, Ricky Martin, Penélope Cruz, Edgar Ramírez"
422,"De Repente, Vovô",(2015–2016),6.9,5856,none,22,Comedy,"John Stamos, Paget Brewster, Josh Peck, Christina Milian"
423,Parfum,(2018– ),7.1,5812,none,45,"Drama, Thriller","Friederike Becht, Natalia Belitski, Oskar Belton, Leon Lukas Blaschke"
424,Undercover,(2019– ),7.9,5799,none,50,Drama,"Tom Waes, Anna Drijver, Frank Lammers, Elise Schaap"
425,American Odyssey,(2015),7.3,5791,none,60,"Action, Drama, Thriller","Anna Friel, Peter Facinelli, Jake Robinson, Omar Ghazaoui"
426,Damnation,(2017–2018),7.7,5790,none,60,"Crime, Drama, Western","Logan Marshall-Green, Killian Scott, Sarah Jones, Chasten Harmon"
427,Bad Blood,(2017– ),7.5,5787,none,47,"Crime, Drama","Kim Coates, Louis Ferreira, Sharon Taylor, Melanie Scrofano"
428,Wrecked,(2016–2018),7.2,5781,none,30,"Action, Adventure, Comedy","Zach Cregger, Asif Ali, Brian Sacca, Ally Maki"
429,Made in Heaven,(2019– ),8.3,5763,none,50,"Drama, Romance","Arjun Mathur, Sobhita Dhulipala, Jim Sarbh, Kalki Koechlin"
430,Apharan,(2018– ),8.4,5736,none,45,"Action, Thriller","Arunoday Singh, Nidhi Singh, Mahie Gill, Sanjay Batra"
431,Adam Ruins Everything,(2015– ),8.1,5733,none,30,"Animation, Comedy, History","Adam Conover, Adam Lustick, Emily Axford, Amos Vernon"
432,Merlí,(2015–2018),8.6,5693,12,58,"Comedy, Drama, Romance","Francesc Orella, Pere Ponce, Carlos Cuevas, Marta Marco"
433,Estação 19,(2018– ),6.4,5692,none,60,"Action, Drama, Romance","Jaina Lee Ortiz, Grey Damon, Barrett Doss, Jay Hayden"
434,O Desaparecimento de Madeleine McCann,(2019– ),6.7,5683,none,60,"Documentary, Crime","Anthony Summers, Gonçalo Amaral, Robbyn Swan, Jim Gamble"
435,For All Mankind,(2019– ),7.3,5653,none,60,"Drama, Sci-Fi","Joel Kinnaman, Michael Dorman, Jodi Balfour, Wrenn Schmidt"
436,Instinct,(2018– ),6.6,5649,none,60,"Crime, Drama, Mystery","Alan Cumming, Bojana Novakovic, Daniel Ings, Michael B. Silver"
437,Wayne,(2019– ),8.4,5628,none,30,"Action, Comedy","Mark McKenna, Ciara Bravo, Jon Champagne, Jamie Champagne"
438,L'amica geniale,(2018– ),8.6,5610,none,50,"Drama, Family, Romance","Valentina Acca, Antonio Buonanno, Gennaro Canonico, Pina Di Gennaro"
439,Origin,(2018),7.1,5604,none,45,"Horror, Sci-Fi","Natalia Tena, Tom Felton, Sen Mitsuji, Nora Arnezeder"
440,"Se Joga, Charlie",(2019– ),7.1,5602,none,30,Comedy,"Idris Elba, Piper Perabo, Frankie Hervey, Shaheen Ramdiane"
441,The Blacklist: Redemption,(2017),7.1,5600,none,43,"Action, Crime, Drama","Famke Janssen, Ryan Eggold, Edi Gathegi, Tawny Cypress"
442,People of Earth,(2016–2017),7.7,5587,none,30,"Comedy, Mystery, Sci-Fi","Wyatt Cenac, Luka Jones, Alice Wetterlund, Michael Cassidy"
443,Virgin River,(2019– ),7.6,5581,none,44,Drama,"Colin Lawrence, Benjamin Hollingsworth, Grayson Maxwell Gurnsey, Martin Henderson"
444,Tidelands,(2018– ),7.0,5548,none,60,"Crime, Drama, Fantasy","Charlotte Best, Marco Pigossi, Aaron Jakubenko, Mattias Inwood"
445,APB,(2016–2017),6.9,5531,none,43,"Crime, Drama","Justin Kirk, Natalie Martinez, Taylor Handley, Caitlin Stasey"
446,Prodigal Son,(2019– ),7.6,5530,none,44,"Crime, Drama, Mystery","Tom Payne, Lou Diamond Phillips, Halston Sage, Aurora Perrineau"
447,Na Rota do Dinheiro Sujo,(2018– ),8.1,5507,none,60,Documentary,"Walter Archer, Victor Avila, Alberto Ayala, Elise J. Bean"
448,Harlots,(2017– ),7.7,5505,none,45,Drama,"Lesley Manville, Kate Fleetwood, Holli Dempsey, Eloise Smyth"
449,The Detour,(2016–2019),7.7,5497,none,30,"Adventure, Comedy","Jason Jones, Natalie Zea, Ashley Gerasimovich, Liam Carroll"
450,Full Frontal with Samantha Bee,(2016– ),5.8,5466,none,21,"Comedy, News, Talk-Show","Samantha Bee, Allana Harkin, Ashley Nicole Black, Mike Rubens"
451,Os Muppets,(2015–2016),7.4,5454,none,21,"Comedy, Family","Dave Goelz, Eric Jacobson, Bill Barretta, Peter Linz"
452,God Friended Me,(2018– ),6.9,5452,none,43,"Comedy, Drama","Brandon Micheal Hall, Violett Beane, Suraj Sharma, Javicia Leslie"
453,Crashing,(2017–2019),7.5,5440,none,30,Comedy,"Pete Holmes, George Basil, Jamie Lee, Artie Lange"
454,Pennyworth,(2019– ),8.0,5396,none,60,"Action, Crime, Drama","Jack Bannon, Ben Aldridge, Hainsley Lloyd Bennett, Ryan Fletcher"
455,Ansatsu kyôshitsu,(2015–2016),8.0,5386,none,23,"Animation, Action, Comedy","Jun Fukuyama, Mai Fuchigami, Christopher Bevins, Luci Christian"
456,Boruto: Naruto Next Generations,(2017– ),7.2,5369,none,23,"Animation, Action, Adventure","Yûko Sanpei, Kokoro Kikuchi, Ryûichi Kijima, Kenshô Ono"
457,Baby,(2018– ),6.8,5350,none,50,Drama,"Benedetta Porcaroli, Alice Pagani, Riccardo Mandolini, Chabeli Sastre"
458,Dig,(2015),6.8,5349,none,60,"Drama, Mystery, Thriller","Jason Isaacs, Anne Heche, Ori Pfeffer, Alison Sudol"
459,Famous in Love,(2017–2018),6.9,5343,none,42,"Drama, Romance","Bella Thorne, Charlie DePew, Carter Jenkins, Georgie Flores"
460,Riviera,(2017– ),6.6,5318,none,60,"Drama, Thriller","Julia Stiles, Lena Olin, Dimitri Leonidas, Roxane Duran"
461,Trust,(2018– ),7.5,5295,none,60,"Biography, Crime, Drama","Harris Dickinson, Donald Sutherland, Hilary Swank, Luca Marinelli"
462,Ghosted,(I) (2017),6.3,5277,none,30,"Comedy, Crime, Horror","Adam Scott, Craig Robinson, Ally Walker, Adeel Akhtar"
463,Olympus,(2015),6.5,5268,none,46,Fantasy,"Tom York, Sonya Cassidy, Sonita Henry, Matt Frewer"
464,Pitch,(2016–2017),7.4,5226,none,60,"Drama, Sport","Kylie Bunbury, Mark-Paul Gosselaar, Mark Consuelos, Mo McRae"
465,Servant,(2019– ),7.9,5222,16,30,"Drama, Horror, Thriller","Lauren Ambrose, Toby Kebbell, Nell Tiger Free, Rupert Grint"
466,Miracle Workers,(2019– ),6.9,5215,none,30,"Comedy, Drama, Fantasy","Daniel Radcliffe, Geraldine Viswanathan, Karan Soni, Jon Bass"
467,Kiralik Ask,(2015–2017),7.1,5215,none,120,"Comedy, Romance","Elçin Sangu, Baris Arduç, Salih Bademci, Nergis Kumbasar"
468,Unsolved,(2018– ),7.9,5207,none,60,"Biography, Crime","Josh Duhamel, Bokeem Woodbine, Wavyy Jonez, Marcc Rose"
469,Last Chance U,(2016– ),8.5,5206,none,55,"Documentary, Sport","Ron Ollie, John III Franklin, Buddy Stephens, Brittany Wagner"
470,High Maintenance,(2016– ),8.0,5205,none,30,"Comedy, Drama","Ben Sinclair, Kate Lyn Sheil, Britt Lower, Abdullah Saeed"
471,Corrida Sangrenta,(2017),7.3,5198,none,60,"Action, Adventure, Comedy","Alan Ritchson, Christina Ochoa, Thomas Dominique, Marama Corlett"
472,A Casa das Flores,(2018– ),7.8,5157,16,60,Comedy,"Aislinn Derbez, Cecilia Suárez, Dario Yazbek Bernal, Alexa de Landa"
473,The Late Late Show with James Corden,(2015– ),6.3,5138,none,60,"Comedy, Talk-Show","James Corden, Reggie Watts, Louis Waymouth, Harry Styles"
474,Stan Lee's Lucky Man,(2016– ),7.2,5123,none,60,"Action, Crime, Drama","James Nesbitt, Sienna Guillory, Darren Boyd, Amara Karan"
475,Cardinal,(2017– ),7.7,5112,none,42,"Crime, Drama, Mystery","Billy Campbell, Karine Vanasse, Glen Gould, James Downing"
476,Three's a Pain,(2016– ),8.2,5090,none,none,Comedy,"LaQuita James, Donnie Clark, David Ditmore, Alice Raver"
477,Secret City,(2016–2019),7.4,5077,none,49,"Mystery, Thriller","Anna Torv, Marcus Graham, Justin Smith, Aleks Mikic"
478,Trial & Error,(2017–2018),8.0,5027,none,22,"Comedy, Mystery","Nicholas D'Agosto, Jayma Mays, Steven Boyer, Sherri Shepherd"
479,Crônicas de San Francisco,(2019– ),7.5,4959,18,60,Drama,"Laura Linney, Ellen Page, Paul Gross, Murray Bartlett"
480,She-Ra e as Princesas do Poder,(2018– ),7.3,4941,L,30,"Animation, Action, Adventure","Aimee Carrero, Marcus Scribner, Karen Fukuhara, AJ Michalka"
481,Liar,(2017– ),7.1,4920,none,45,"Crime, Drama, Thriller","Joanne Froggatt, Ioan Gruffudd, Zoë Tapper, Richie Campbell"
482,City on a Hill,(2019– ),7.5,4902,none,60,"Crime, Drama, Thriller","Kevin Bacon, Aldis Hodge, Jonathan Tucker, Mark O'Brien"
483,One Strange Rock,(2018– ),8.9,4885,L,47,Documentary,"Will Smith, Chris Hadfield, Jerry Linenger, Mae C. Jemison"
484,Roadies,(2016),7.3,4885,none,60,"Comedy, Drama, Music","Carla Gugino, Luke Wilson, Imogen Poots, Rafe Spall"
485,Evil,(2019– ),7.5,4861,none,42,"Crime, Drama, Horror","Katja Herbers, Mike Colter, Aasif Mandvi, Brooklyn Shuck"
486,Patriot Act with Hasan Minhaj,(2018– ),8.1,4849,none,25,"Comedy, News, Talk-Show","Hasan Minhaj, Joyelle Johnson, Arnab Goswami, Andrew Yang"
487,The Real O'Neals,(2016–2017),7.1,4834,none,30,"Comedy, Drama, Musical","Martha Plimpton, Jay R. Ferguson, Noah Galvin, Matt Shively"
488,Shahrzad,(2015– ),8.1,4831,none,60,"Crime, Drama, History","Taraneh Alidoosti, Mostafa Zamani, Shahab Hosseini, Parinaz Izadyar"
489,The Enemy Within,(2019),7.1,4828,none,43,Drama,"Jennifer Carpenter, Morris Chestnut, Raza Jaffrey, Kelli Garner"
490,Claws,(2017– ),7.3,4825,none,45,"Comedy, Crime, Drama","Niecy Nash, Carrie Preston, Judy Reyes, Karrueche Tran"
491,Labirinto Verde,(2017– ),7.6,4810,16,52,"Crime, Drama, Horror","Suliane Brahim, Hubert Delattre, Laurent Capelluto, Samuel Jouy"
492,Kim's Convenience,(2016– ),8.0,4805,none,22,Comedy,"Paul Sun-Hyung Lee, Jean Yoon, Andrea Bang, Simu Liu"
493,Why Women Kill,(2019– ),8.3,4800,none,none,"Comedy, Crime, Drama","Lucy Liu, Ginnifer Goodwin, Kirby Howell-Baptiste, Alexandra Daddario"
494,Dark Tourist,(2018– ),7.6,4775,none,40,Documentary,"David Farrier, Robin Brown, Dan Bulter, Daley Catherine"
495,Incorporated,(2016–2017),7.3,4774,none,43,"Crime, Drama, Sci-Fi","Sean Teale, Allison Miller, Eddie Ramos, Julia Ormond"
496,NOS4A2,(2019– ),6.7,4768,16,60,"Drama, Fantasy, Horror","Ashleigh Cummings, Zachary Quinto, Ólafur Darri Ólafsson, Jahkara Smith"
497,"Dá Licença, Saúde",(2017– ),6.8,4766,none,30,"Comedy, Crime","Rupert Grint, Nick Frost, Pippa Bennett-Warner, Marama Corlett"
498,Special,(2019– ),7.6,4750,none,15,Comedy,"Ryan O'Connell, Jessica Hecht, Punam Patel, Marla Mindelle"
499,The Innocents,(2018– ),6.3,4742,none,60,"Drama, Horror, Mystery","Sorcha Groundsell, Percelle Ascott, Guy Pearce, Jóhannes Haukur Jóhannesson"
500,The Son,(2017–2019),7.5,4714,none,44,"Drama, Western","Pierce Brosnan, Jacob Lofland, Henry Garrett, Paola Nuñez"
501,Good Girls Revolt,(2015– ),8.2,4711,none,55,Drama,"Genevieve Angelson, Anna Camp, Erin Darke, Hunter Parrish"
502,Meme Review,(2017– ),9.8,4690,none,none,"Short, Comedy, Talk-Show","Felix Kjellberg, Ben Shapiro, Phil McGraw, Chris"
503,Documentary Now!,(2015– ),8.1,4678,none,23,Comedy,"Helen Mirren, Fred Armisen, Bill Hader, Deb Hiett"
504,DuckTales: Os Caçadores de Aventuras,(2017– ),8.2,4655,Livre,21,"Animation, Action, Adventure","David Tennant, Ben Schwartz, Danny Pudi, Bobby Moynihan"
505,4 Blocks,(2017– ),8.2,4609,none,60,"Crime, Drama","Kida Khodr Ramadan, Almila Bagriacik, Veysel Gelin, Maryam Zaree"
506,Bose: Dead/Alive,(2017),9.1,4602,none,20,"Biography, History, Mystery","Rajkummar Rao, Naveen Kasturia, Edward Sonnenblick, Anna Ador"
507,Crise em Seis Cenas,(2016),6.6,4592,none,23,Comedy,"Woody Allen, Miley Cyrus, Elaine May, John Magaro"
508,Sorjonen,(2016– ),7.6,4587,none,60,"Crime, Drama, Mystery","Ville Virtanen, Anu Sinisalo, Lenita Susi, Olivia Ainali"
509,Le Bureau des Légendes,(2015– ),8.7,4579,none,52,Drama,"Mathieu Kassovitz, Florence Loiret Caille, Sara Giraudeau, Jules Sagot"
510,The Family,(I) (2016),7.5,4526,none,60,"Drama, Mystery","Joan Allen, Rupert Graves, Alison Pill, Margot Bingham"
511,Stargate Origins,(2018– ),3.9,4519,none,10,"Short, Action, Adventure","Ellie Gall, Aylam Orian, Philip Alexander, Shvan Aladdin"
512,No Tomorrow,(2016–2017),7.2,4502,none,43,"Comedy, Drama, Romance","Joshua Sasse, Tori Anderson, Jonathan Langdon, Sarayu Blue"
513,Stumptown,(2019– ),7.5,4496,none,44,"Crime, Drama","Cobie Smulders, Jake Johnson, Tantoo Cardinal, Cole Sibus"
514,Club de Cuervos,(2015– ),8.2,4494,none,40,"Comedy, Drama","Luis Gerardo Méndez, Mariana Treviño, Jesús Zavala, Antonio de la Vega"
515,Eyewitness,(2016– ),7.7,4488,none,42,"Crime, Mystery, Romance","Julianne Nicholson, Tyler Young, James Paxton, Gil Bellows"
516,Stan Against Evil,(2016–2018),7.3,4474,none,30,"Comedy, Fantasy, Horror","John C. McGinley, Janet Varney, Deborah Baker Jr., Nate Mooney"
517,Ajin,(2016– ),7.7,4471,none,24,"Animation, Action, Adventure","Mamoru Miyano, Martin Billany, Johnny Yong Bosch, Lucien Dodge"
518,Pure Genius,(2016–2017),7.2,4468,none,60,Drama,"Dermot Mulroney, Augustus Prew, Odette Annable, Reshma Shetty"
519,Underground,(2016–2017),7.7,4463,none,43,"Adventure, Drama, History","Jurnee Smollett-Bell, Aldis Hodge, Jessica De Gouw, Alano Miller"
520,Notícias em Grande,(2017–2018),7.0,4435,none,22,Comedy,"Briga Heelan, Andrea Martin, Adam Campbell, Nicole Richie"
521,Get Shorty,(2017– ),8.2,4431,none,60,"Comedy, Crime","Carolyn Dodd, Goya Robles, Sean Bridgers, Isaac Keys"
522,Him-ssen yeo-ja Do Bong-soon,(2017),8.3,4415,none,67,"Comedy, Crime, Drama","Bo-Young Park, Hyung-shik Park, Ji Soo, Suk-ho Jun"
523,Hilda,(2018–2020),8.6,4409,Livre,24,"Animation, Adventure, Comedy","Bella Ramsey, Ameerah Falzon-Ojo, Oliver Nelson, Daisy Haggard"
524,Food Wars: Shokugeki no Soma,(2015– ),8.3,4357,none,24,"Animation, Comedy, Drama","Yoshitsugu Matsuoka, Minami Takahashi, Maaya Uchida, Ai Kayano"
525,W - Du gaeui segye,(2016),8.1,4356,none,60,"Drama, Fantasy, Romance","Hyo-Joo Han, Jong-Suk Lee, Eu-Gene Jeong, Eui-sung Kim"
526,Explained,(2018– ),8.0,4332,none,18,Documentary,"Estelle Caswell, Maria Bello, Kristen Bell, Rachel Bloom"
527,SMILF,(2017– ),6.7,4322,none,30,Comedy,"Frankie Shaw, Miguel Gomez, Samara Weaving, Anna Chanel Reimer"
528,Room 104,(2017– ),6.1,4313,none,30,"Comedy, Drama, Fantasy","Jennifer Lafleur, Jenny Leonhardt, Michael Chandler, Kristina Harrison"
529,Take Two,(II) (2018– ),7.2,4306,none,43,"Crime, Drama, Mystery","Rachel Bilson, Eddie Cibrian, Xavier de Guzman, Alice Lee"
530,Criminal Minds: Beyond Borders,(2016–2017),6.1,4295,none,43,"Crime, Drama, Mystery","Gary Sinise, Alana De La Garza, Daniel Henney, Tyler James Williams"
531,The Good Cop,(2018),7.0,4290,none,60,"Comedy, Crime, Drama","Tony Danza, Josh Groban, Monica Barbaro, Isiah Whitlock Jr."
532,Rostered On,(2016– ),4.9,4283,none,22,Comedy,"Paul Moore, Doug Lyons, Ronn Kurtz, Diana Brumen"
533,Better Than Us,(2018–2019),7.4,4276,none,52,"Drama, Sci-Fi","Paulina Andreeva, Kirill Käro, Aleksandr Ustyugov, Olga Lomonosova"
534,The Romanoffs,(2018),7.0,4209,none,60,Drama,"Diane Lane, JJ Feild, Aaron Eckhart, Louise Bourgoin"
535,Yuri!!! On Ice,(2016– ),8.4,4199,none,20,"Animation, Comedy, Drama","Toshiyuki Toyonaga, Jun'ichi Suwabe, Josh Grelle, Jerry Jewell"
536,LA to Vegas,(2018),7.1,4198,none,22,Comedy,"Kim Matula, Ed Weeks, Peter Stormare, Nathan Lee Graham"
537,Os Últimos Czares,(2019– ),7.3,4187,16,45,"Documentary, Drama, History","Robert Jack, Susanna Herbert, Ben Cartwright, Oliver Dimsdale"
538,For the People,(2018–2019),7.2,4186,none,43,Drama,"Hope Davis, Ben Shenkman, Jasmin Savoy Brown, Susannah Flood"
539,Rise,(2018),6.2,4175,none,43,Drama,"Josh Radnor, Marley Shelton, Auli'i Cravalho, Damon J. Gillespie"
540,A.D. The Bible Continues,(2015),7.4,4171,none,44,Drama,"Richard Coyle, Vincent Regan, Adam Levy, Joanne Whalley"
541,Mr Inbetween,(2018– ),8.3,4169,none,30,"Crime, Drama","Scott Ryan, Chika Yasumura, Damon Herriman, Justin Rosniak"
542,Greenhouse Academy,(2017– ),7.1,4168,12,25,Drama,"Ariel Mortman, Finn Roberts, Chris O'Neal, Cinthya Carmona"
543,Le chalet,(2017– ),7.0,4158,none,52,"Drama, Mystery, Thriller","Chloé Lambert, Philippe Dusseau, Blanche Veisberg, Eric Savin"
544,Forever,(2018– ),7.2,4147,none,30,"Comedy, Drama, Fantasy","Maya Rudolph, Fred Armisen, Catherine Keener, Noah Robbins"
545,Verão Letal,(2016),6.2,4146,16,60,"Drama, Fantasy, Horror","Elizabeth Mitchell, Elizabeth Lail, Alberto Frezza, Mark Indelicato"
546,The Last Tycoon,(2016–2017),7.7,4138,none,61,Drama,"Matt Bomer, Kelsey Grammer, Lily Collins, Dominique McElligott"
547,Here and Now,(2018– ),6.8,4137,none,60,"Comedy, Drama","Tim Robbins, Holly Hunter, Daniel Zovatto, Jerrika Hinton"
548,Das Boot,(2018– ),7.4,4135,none,60,"Drama, War","Vicky Krieps, Tom Wlaschiha, Thierry Frémont, August Wittgenstein"
549,Aftermath,(2016),4.9,4130,none,60,Sci-Fi,"James Tupper, Anne Heche, Levi Meaden, Taylor Hickson"
550,Miraculous: As Aventuras de Ladybug,(2015– ),7.8,4129,Livre,20,"Animation, Action, Adventure","Cristina Valenzuela, Bryce Papenbrook, Mela Lee, Keith Silverstein"
551,Constantine: Cidade dos Demônios,(2018–2019),7.6,4120,R,90,"Animation, Fantasy, Horror","Matt Ryan, Damian O'Hare, Laura Bailey, Emily O'Brien"
552,Overlord,(2015– ),7.8,4113,none,30,"Animation, Action, Adventure","Satoshi Hino, Chris Guerrero, Yumi Hara, Masayuki Katô"
553,The Cheat,(2017– ),8.9,4110,none,20,"Action, Drama, Sci-Fi","Taha Ulukaya, Taner Sahin, Andac Ulukaya, Neslihan Ulusoy"
554,Lore,(2017–2018),6.7,4104,none,40,"Documentary, Horror","Aaron Mahnke, Steven Berkoff, Josh Bowman, Paula Malcomson"
555,Dragões: Corrida até o Limite,(2015–2018),8.3,4099,none,22,"Animation, Short, Action","Jay Baruchel, America Ferrera, Zack Pearlman, Christopher Mintz-Plasse"
556,Marseille,(2016– ),6.9,4099,none,41,Drama,"Karen Strassman, Anne Yatco, Gérard Depardieu, Benoît Magimel"
